reference,name,listed-building,listed-building-grade,notes,start-date,end-date,entry-date,geometry
LB383,(South side) Nos.29-41 (Odd) and attached railings,1067391,II,,1974-05-14,,,"POLYGON ((-0.143767 51.536275,-0.143757 51.536242,-0.143792 51.536238,-0.143804 51.536272,-0.143845 51.536267,-0.143836 51.536234,-0.143873 51.53623,-0.143884 51.536263,-0.143926 51.536258,-0.143916 51.536224,-0.143953 51.536221,-0.143965 51.536254,-0.144002 51.536251,-0.143992 51.536214,-0.144023 51.536211,-0.144036 51.536248,-0.144083 51.536244,-0.144078 51.536226,-0.144155 51.536223,-0.144161 51.53624,-0.144204 51.536237,-0.1442 51.536223,-0.144238 51.53622,-0.144245 51.536243,-0.144257 51.536282,-0.144266 51.536315,-0.14424 51.536317,-0.14424 51.536329,-0.144131 51.536333,-0.144128 51.536321,-0.144106 51.536321,-0.144109 51.536333,-0.144054 51.536338,-0.14405 51.536325,-0.144025 51.536327,-0.144029 51.536341,-0.14398 51.536344,-0.143975 51.536332,-0.143949 51.536334,-0.143952 51.536347,-0.143896 51.536354,-0.143892 51.536341,-0.143867 51.536342,-0.143871 51.536356,-0.143821 51.536362,-0.143816 51.536347,-0.14379 51.53635,-0.143716 51.53636,-0.143689 51.536284,-0.143679 51.536251,-0.143715 51.536247,-0.143729 51.536281,-0.143767 51.536275))"
LB384,(North side) No.38 and attached railings,1067392,II,,1999-12-30,,,"POLYGON ((-0.143468 51.536572,-0.143499 51.536609,-0.143508 51.536607,-0.143521 51.53662,-0.14348 51.536633,-0.143468 51.53662,-0.143426 51.536634,-0.143367 51.536566,-0.143357 51.536556,-0.143429 51.536534,-0.14344 51.536532,-0.143443 51.536531,-0.143445 51.536531,-0.143448 51.536531,-0.143455 51.536532,-0.143458 51.536533,-0.143461 51.536534,-0.143488 51.536565,-0.143468 51.536572))"
LB385,(North side) Nos.40-60 (Even) and attached railings,1067393,II,,1974-05-14,,,"POLYGON ((-0.143837 51.536504,-0.143833 51.536487,-0.143877 51.536483,-0.143879 51.536483,-0.14393 51.536479,-0.143931 51.536493,-0.143956 51.536492,-0.143955 51.536478,-0.144014 51.536474,-0.144016 51.536488,-0.144039 51.536487,-0.144036 51.536473,-0.144094 51.53647,-0.144097 51.536483,-0.144118 51.536482,-0.144118 51.536468,-0.144176 51.536466,-0.144178 51.536479,-0.144197 51.536478,-0.144198 51.536465,-0.144255 51.536463,-0.144257 51.536476,-0.144278 51.536475,-0.144277 51.536461,-0.144327 51.53646,-0.144328 51.536474,-0.144354 51.536473,-0.144354 51.536459,-0.144408 51.536459,-0.144409 51.536472,-0.14443 51.536472,-0.144431 51.536458,-0.144488 51.536458,-0.144489 51.536472,-0.14451 51.536471,-0.14451 51.536457,-0.144565 51.536457,-0.144567 51.536465,-0.144567 51.536471,-0.144588 51.536471,-0.144589 51.536457,-0.144645 51.536458,-0.144646 51.536471,-0.144671 51.536471,-0.14467 51.536548,-0.14467 51.536559,-0.144637 51.536558,-0.144637 51.53655,-0.144615 51.536549,-0.144615 51.536571,-0.144587 51.536572,-0.144587 51.536559,-0.144561 51.536559,-0.14456 51.536548,-0.144534 51.536548,-0.144535 51.536572,-0.14451 51.536572,-0.144511 51.536561,-0.144483 51.536561,-0.144483 51.536547,-0.144462 51.536547,-0.144463 51.536573,-0.144434 51.536574,-0.144433 51.536568,-0.144408 51.536568,-0.144406 51.53655,-0.144384 51.53655,-0.144384 51.536574,-0.144357 51.536574,-0.144358 51.536583,-0.14433 51.536584,-0.144326 51.536549,-0.144307 51.536549,-0.144308 51.536578,-0.144287 51.536579,-0.144286 51.536565,-0.144256 51.536565,-0.144255 51.536551,-0.144234 51.536551,-0.144235 51.536579,-0.14421 51.53658,-0.14421 51.536589,-0.144161 51.536591,-0.144158 51.536557,-0.144129 51.536558,-0.144134 51.536593,-0.144087 51.536596,-0.14408 51.536562,-0.144056 51.536565,-0.144064 51.5366,-0.14402 51.536602,-0.144008 51.536566,-0.14398 51.536567,-0.143992 51.536604,-0.143948 51.536607,-0.143934 51.536571,-0.143911 51.536573,-0.143886 51.536574,-0.143903 51.536613,-0.143872 51.536619,-0.143783 51.536526,-0.14379 51.536508,-0.143837 51.536504))"
LB386,(North side) Nos.62-82 AND 68A (Even) and attached railings,1067395,II,,1974-05-14,,,"POLYGON ((-0.14473 51.536473,-0.144753 51.536474,-0.144754 51.53646,-0.144811 51.536462,-0.144811 51.536475,-0.144829 51.536476,-0.144831 51.536462,-0.144885 51.536464,-0.144885 51.536477,-0.144906 51.536479,-0.144908 51.536465,-0.144963 51.536467,-0.144962 51.536481,-0.144987 51.536482,-0.144988 51.536482,-0.145036 51.536485,-0.145036 51.536486,-0.145037 51.536485,-0.145059 51.536486,-0.145062 51.536472,-0.145081 51.536473,-0.145132 51.536477,-0.145129 51.53649,-0.145153 51.536491,-0.145155 51.536479,-0.145212 51.536483,-0.145211 51.536495,-0.145232 51.536496,-0.145236 51.536483,-0.145295 51.53649,-0.145292 51.536503,-0.145315 51.536506,-0.14532 51.536493,-0.145382 51.536502,-0.145377 51.536516,-0.145396 51.53652,-0.145402 51.536506,-0.145468 51.536516,-0.145462 51.536531,-0.145481 51.536534,-0.145488 51.536519,-0.145539 51.536529,-0.145534 51.536544,-0.145542 51.536545,-0.145549 51.536547,-0.145507 51.536616,-0.145497 51.536631,-0.145474 51.536627,-0.145482 51.536612,-0.145445 51.536604,-0.145437 51.536619,-0.145434 51.536618,-0.145401 51.536612,-0.145408 51.536597,-0.145367 51.53659,-0.145357 51.536618,-0.145324 51.536612,-0.145332 51.536585,-0.14529 51.536579,-0.145285 51.536593,-0.145257 51.536589,-0.145261 51.536575,-0.145213 51.536568,-0.145209 51.536584,-0.145182 51.536582,-0.145181 51.536568,-0.145157 51.536567,-0.145161 51.536588,-0.145134 51.536587,-0.145136 51.53658,-0.145107 51.536579,-0.145111 51.536561,-0.145065 51.536558,-0.145061 51.536588,-0.145023 51.536585,-0.145027 51.536555,-0.144978 51.536553,-0.144976 51.536567,-0.144948 51.536565,-0.14495 51.536551,-0.144899 51.536549,-0.144894 51.536585,-0.144893 51.5366,-0.144879 51.5366,-0.144881 51.536565,-0.144873 51.536564,-0.144875 51.53655,-0.144843 51.536549,-0.144825 51.536548,-0.144824 51.53656,-0.144794 51.536558,-0.144794 51.536548,-0.144772 51.536548,-0.144749 51.536548,-0.144749 51.53656,-0.144705 51.536559,-0.144705 51.536549,-0.144689 51.536548,-0.14467 51.536548,-0.144671 51.536471,-0.144673 51.536458,-0.14473 51.53646,-0.14473 51.536473))"
LB387,(North side) No.84 and attached railings,1067396,II,,1999-12-30,,,"POLYGON ((-0.145635 51.536569,-0.145617 51.536562,-0.145549 51.536547,-0.145507 51.536616,-0.145544 51.536627,-0.145486 51.536702,-0.145475 51.536716,-0.14548 51.536722,-0.145613 51.536654,-0.145603 51.536649,-0.145601 51.536647,-0.1456 51.536644,-0.145598 51.536637,-0.145597 51.536635,-0.145595 51.536627,-0.14559 51.536626,-0.145587 51.536623,-0.145635 51.536569))"
LB1499,"(North side) Nos.18 AND 19 and attached garden walls, railings, gate piers and gate",1067398,II,,1974-05-14,,,"POLYGON ((-0.169689 51.556224,-0.169745 51.556184,-0.169806 51.556217,-0.169886 51.556261,-0.169977 51.55631,-0.169931 51.556342,-0.16986 51.556304,-0.169847 51.556313,-0.169831 51.556324,-0.169901 51.556363,-0.16987 51.556385,-0.169834 51.556365,-0.169824 51.556373,-0.169822 51.556372,-0.169777 51.556346,-0.169693 51.5563,-0.169689 51.556298,-0.16964 51.55627,-0.16963 51.556266,-0.169647 51.556254,-0.169689 51.556224))"
LB565,(North side) Gloucester Gate Lodge,1078330,II,,1974-05-14,,,"POLYGON ((-0.147898 51.535306,-0.147912 51.535334,-0.147883 51.535339,-0.147902 51.535377,-0.147933 51.535371,-0.147944 51.535395,-0.148002 51.535385,-0.147984 51.535347,-0.147975 51.535349,-0.147967 51.535333,-0.147975 51.535331,-0.147957 51.535295,-0.147898 51.535306))"
LB1501,"(North side) Nos.21 AND 22 and attached garden walls, railings, gate piers and gate",1067400,II,,1974-05-14,,,"POLYGON ((-0.169487 51.556366,-0.169541 51.556329,-0.169596 51.556359,-0.169605 51.556364,-0.169685 51.556408,-0.169736 51.556437,-0.169705 51.55646,-0.169667 51.556439,-0.169646 51.556455,-0.169613 51.556478,-0.169636 51.556491,-0.169608 51.556511,-0.169604 51.55651,-0.169491 51.556444,-0.169454 51.556424,-0.169427 51.556409,-0.169455 51.556389,-0.169473 51.556377,-0.169487 51.556366))"
LB402,"(North side) Nos.25 AND 26 and attached gardens walls, railings, gate piers and gate",1067402,II,,1974-05-14,,,"POLYGON ((-0.169446 51.556629,-0.169461 51.55664,-0.169449 51.556649,-0.169445 51.556651,-0.169431 51.556659,-0.169383 51.556632,-0.16937 51.556641,-0.169391 51.556653,-0.169369 51.556669,-0.169258 51.556608,-0.169271 51.556599,-0.169308 51.556572,-0.169362 51.556534,-0.169448 51.556582,-0.169454 51.556585,-0.169491 51.556604,-0.169481 51.556604,-0.16946 51.556619,-0.169446 51.556611,-0.16943 51.556602,-0.169417 51.556611,-0.169446 51.556629))"
LB403,"(North side) Nos.27 AND 28 and attached garden walls, railings, gate piers and gate",1067403,II,,1974-05-14,,,"POLYGON ((-0.169258 51.556608,-0.169369 51.556669,-0.169427 51.5567,-0.169412 51.55671,-0.169373 51.556688,-0.169367 51.556693,-0.169329 51.556672,-0.169303 51.55669,-0.169278 51.556707,-0.169318 51.556728,-0.169326 51.556722,-0.169345 51.556733,-0.16932 51.556751,-0.169284 51.556731,-0.169171 51.55667,-0.169212 51.556641,-0.169258 51.556608))"
LB404,(North side) Nos.29 AND 30,1067406,II,,1974-05-14,,,"POLYGON ((-0.169118 51.556707,-0.169171 51.55667,-0.169284 51.556731,-0.169263 51.556745,-0.169244 51.556734,-0.16921 51.556758,-0.169171 51.556785,-0.169204 51.556803,-0.169193 51.556811,-0.169206 51.556818,-0.169198 51.556824,-0.169149 51.556798,-0.169056 51.556751,-0.169118 51.556707))"
LB405,(North side) No.31,1067409,II,,1974-05-14,,,"POLYGON ((-0.169056 51.556751,-0.169 51.55679,-0.169011 51.556796,-0.169091 51.556838,-0.169149 51.556798,-0.169056 51.556751))"
LB406,"(South side) Nos.34 AND 35 and attached garden walls, railings, gate piers and gate",1067410,II,,1974-05-14,,,"POLYGON ((-0.168547 51.556605,-0.168572 51.556587,-0.168619 51.556613,-0.168657 51.556586,-0.168665 51.55659,-0.168706 51.55656,-0.168758 51.556589,-0.168801 51.556613,-0.168808 51.556617,-0.168845 51.556636,-0.16881 51.55666,-0.16874 51.556708,-0.16865 51.55677,-0.16859 51.556738,-0.168507 51.556693,-0.168574 51.556645,-0.168527 51.556619,-0.168547 51.556605))"
LB1502,"(South side) No.36 and attached garden wall, railings, gate piers and gate",1067411,II,,1974-05-14,,,"POLYGON ((-0.16873 51.556531,-0.16876 51.55651,-0.168772 51.556517,-0.168802 51.556496,-0.168897 51.556547,-0.168911 51.556537,-0.168932 51.556522,-0.168976 51.556546,-0.168954 51.556562,-0.168845 51.556636,-0.168808 51.556617,-0.168801 51.556613,-0.168758 51.556589,-0.168706 51.55656,-0.168677 51.556545,-0.168712 51.556522,-0.16873 51.556531))"
LB407,"(South side) Nos.37 AND 38 and attached garden walls, railings, gate piers and gate",1067412,II,,1974-05-14,,,"POLYGON ((-0.168922 51.556416,-0.168978 51.556377,-0.169067 51.556428,-0.169111 51.556453,-0.169056 51.556492,-0.168991 51.556534,-0.168949 51.556511,-0.168918 51.556494,-0.168901 51.556505,-0.168875 51.55649,-0.168844 51.556472,-0.168922 51.556416))"
LB408,"(South side) Nos.41, 42 AND 43 and attached garden walls, railings, gate piers and gate",1067414,II,,1974-05-14,,,"POLYGON ((-0.16931 51.556169,-0.169251 51.556133,-0.16928 51.556115,-0.169339 51.55615,-0.169362 51.556135,-0.169385 51.55612,-0.169331 51.556088,-0.169369 51.556062,-0.169375 51.556066,-0.169378 51.556068,-0.169466 51.55612,-0.169493 51.556136,-0.169537 51.556163,-0.169497 51.55619,-0.169477 51.556203,-0.169462 51.556213,-0.169423 51.556239,-0.169357 51.556283,-0.169315 51.556255,-0.169163 51.556152,-0.169121 51.556125,-0.169141 51.556112,-0.169183 51.556138,-0.169197 51.556129,-0.169247 51.556162,-0.169248 51.556172,-0.169277 51.55619,-0.16931 51.556169))"
LB409,(South side) Nos.44 AND 45,1067415,II,,1974-05-14,,,"POLYGON ((-0.16947 51.556029,-0.169523 51.555994,-0.169496 51.555976,-0.16952 51.555959,-0.169603 51.556009,-0.169646 51.556034,-0.169567 51.556087,-0.169493 51.556136,-0.169466 51.55612,-0.169378 51.556068,-0.169375 51.556066,-0.169404 51.556049,-0.169425 51.556059,-0.16947 51.556029))"
LB410,(South side) No.46,1067417,II,,1974-05-14,,,"POLYGON ((-0.170172 51.555531,-0.170154 51.555515,-0.170097 51.55546,-0.169996 51.555507,-0.169968 51.555485,-0.169924 51.555506,-0.169957 51.555534,-0.170018 51.555584,-0.170032 51.555596,-0.170172 51.555531))"
LB1572,The Wharrie Cabman's Shelter,1067834,II,,2002-10-24,,,"POLYGON ((-0.16824 51.552855,-0.168292 51.552881,-0.168262 51.552905,-0.168209 51.552878,-0.16824 51.552855))"
LB411,(South side) No.49,1078268,II,,1973-04-27,,,"POLYGON ((-0.170657 51.555358,-0.170617 51.555333,-0.170654 51.555308,-0.170583 51.555264,-0.170539 51.555291,-0.170515 51.555276,-0.170467 51.555307,-0.17049 51.555322,-0.170461 51.555342,-0.170531 51.55539,-0.170585 51.555354,-0.170599 51.555362,-0.170616 51.555352,-0.170645 51.555369,-0.170658 51.555359,-0.170657 51.555358))"
LB512,(East side) Nos.1-5 (Consecutive) Elms Lester Painting Rooms,1113013,II,,1988-06-10,,,"POLYGON ((-0.128821 51.514964,-0.128759 51.514913,-0.128663 51.514916,-0.128614 51.514975,-0.128628 51.515008,-0.128644 51.515047,-0.128691 51.515165,-0.128741 51.515162,-0.128777 51.515159,-0.128821 51.514964))"
LB412,(South side) Nos.50 AND 51 and attached area walls & balustrade,1078269,II,,1974-05-14,,,"POLYGON ((-0.171155 51.554812,-0.171196 51.554782,-0.171226 51.554798,-0.171245 51.554782,-0.171297 51.55481,-0.171342 51.554833,-0.171362 51.554844,-0.1713 51.55489,-0.171282 51.554903,-0.171194 51.554968,-0.17117 51.554955,-0.171132 51.554935,-0.171089 51.554911,-0.171135 51.554878,-0.171151 51.554866,-0.171113 51.554845,-0.171126 51.554833,-0.171111 51.554825,-0.17114 51.554804,-0.171155 51.554812))"
LB413,(South side) Church of St John,1078270,I,,1950-08-11,,,"POLYGON ((-0.169881 51.555798,-0.169906 51.555786,-0.169946 51.555821,-0.169921 51.555833,-0.169946 51.555853,-0.169894 51.555877,-0.169924 51.555902,-0.169664 51.556017,-0.169638 51.555994,-0.169603 51.556009,-0.16952 51.555959,-0.169508 51.555951,-0.169556 51.555929,-0.169515 51.55589,-0.16978 51.555775,-0.169806 51.555798,-0.169856 51.555776,-0.169881 51.555798))"
LB427,(North East side) Drinking trough approx 140m NE of junction with Downshire Hill,1078271,II,,1998-07-01,,,"POLYGON ((-0.169127 51.558361,-0.169121 51.558367,-0.169147 51.558383,-0.169153 51.558377,-0.169127 51.558361))"
LB430,(North side) No.2,1078272,II,,1974-05-14,,,"POLYGON ((-0.178792 51.554694,-0.178819 51.554683,-0.178806 51.554672,-0.178802 51.554672,-0.178798 51.554673,-0.178795 51.554673,-0.178793 51.554672,-0.178789 51.554671,-0.178767 51.554651,-0.178767 51.554649,-0.178768 51.554646,-0.178771 51.554644,-0.178774 51.554642,-0.17878 51.55464,-0.178819 51.554625,-0.178825 51.554629,-0.178922 51.554587,-0.178963 51.554623,-0.179007 51.554604,-0.17909 51.554664,-0.178976 51.554714,-0.178985 51.554721,-0.178925 51.554745,-0.178918 51.55474,-0.178893 51.55475,-0.178888 51.554746,-0.178859 51.554758,-0.178829 51.554727,-0.178827 51.554728,-0.178792 51.554694))"
LB431,(North side) No.6 Institute of St Marcellina,1078274,I,,1950-08-11,,,"POLYGON ((-0.179089 51.55452,-0.179241 51.554454,-0.179232 51.554447,-0.179235 51.554433,-0.179256 51.554425,-0.17928 51.554426,-0.1793 51.554417,-0.179345 51.554458,-0.179332 51.554464,-0.179358 51.554487,-0.179372 51.554481,-0.179399 51.554506,-0.179372 51.554517,-0.179364 51.554509,-0.179318 51.554529,-0.179329 51.554539,-0.179271 51.554564,-0.17932 51.554609,-0.179345 51.554633,-0.179356 51.554642,-0.179323 51.554657,-0.179347 51.554678,-0.179295 51.554701,-0.179243 51.554654,-0.17923 51.554658,-0.179192 51.554625,-0.179175 51.554632,-0.179158 51.554617,-0.179175 51.554609,-0.179172 51.554606,-0.179185 51.554601,-0.179155 51.554574,-0.17915 51.554574,-0.179124 51.554552,-0.179145 51.554542,-0.179132 51.554531,-0.17911 51.55454,-0.179089 51.55452))"
LB433,(North side) No.1,1078275,II*,,1950-08-11,,,"POLYGON ((-0.178062 51.559244,-0.178072 51.55929,-0.178092 51.559289,-0.178131 51.559285,-0.178212 51.559278,-0.178303 51.559269,-0.178299 51.559253,-0.178291 51.559213,-0.17813 51.559226,-0.178059 51.559232,-0.178062 51.559244))"
LB434,(South side) No.2 Elm Lodge and attached garden wall,1078276,II*,,1974-05-14,,,"POLYGON ((-0.178036 51.559022,-0.178037 51.559021,-0.178039 51.559018,-0.17804 51.559017,-0.178044 51.559015,-0.178046 51.559014,-0.178047 51.559012,-0.178049 51.559011,-0.17805 51.559011,-0.178051 51.55901,-0.178055 51.55901,-0.178053 51.559005,-0.177987 51.559008,-0.177986 51.559005,-0.177981 51.558976,-0.177962 51.558977,-0.177958 51.558929,-0.178172 51.558918,-0.178173 51.558925,-0.178199 51.558933,-0.178203 51.558948,-0.178195 51.558953,-0.17818 51.558963,-0.178182 51.558979,-0.178184 51.559,-0.178105 51.559003,-0.178104 51.559006,-0.17811 51.559007,-0.178114 51.559008,-0.178119 51.559009,-0.17812 51.55901,-0.178123 51.559011,-0.178127 51.559013,-0.178129 51.559014,-0.178132 51.559017,-0.178136 51.559019,-0.178138 51.559021,-0.178141 51.559024,-0.178142 51.559025,-0.178123 51.559027,-0.178122 51.559025,-0.17812 51.559022,-0.178118 51.55902,-0.178114 51.559018,-0.178112 51.559018,-0.178105 51.559015,-0.178102 51.559015,-0.17807 51.559016,-0.178068 51.559016,-0.178066 51.559016,-0.178064 51.559016,-0.178061 51.559017,-0.17806 51.559017,-0.178058 51.559018,-0.178056 51.559019,-0.178054 51.55902,-0.178053 51.55902,-0.178052 51.559021,-0.17805 51.559022,-0.178049 51.559024,-0.178046 51.559029,-0.178033 51.559029,-0.178034 51.559025,-0.178035 51.559023,-0.178036 51.559022))"
LB435,(North side) No.3,1078277,II,,1950-08-11,,,"POLYGON ((-0.178056 51.559292,-0.178072 51.55929,-0.178062 51.559244,-0.177903 51.559256,-0.177914 51.559304,-0.177982 51.559298,-0.177988 51.559322,-0.178026 51.559319,-0.178021 51.559296,-0.178056 51.559292))"
LB436,(North side) No.5,1078278,II,,1950-08-11,,,"POLYGON ((-0.177921 51.559338,-0.177914 51.559304,-0.177903 51.559256,-0.177901 51.559256,-0.177735 51.559272,-0.177747 51.559323,-0.177766 51.559321,-0.177804 51.559317,-0.177809 51.559334,-0.177858 51.559329,-0.177862 51.559344,-0.177921 51.559338))"
LB432,"(West side) Nos.10, 12 AND 14",1078279,II,,1990-09-27,,,"POLYGON ((-0.177405 51.55903,-0.177407 51.559021,-0.177462 51.559026,-0.177461 51.559035,-0.177459 51.559052,-0.177489 51.559048,-0.177486 51.559036,-0.17752 51.559032,-0.177547 51.559027,-0.177554 51.559039,-0.177604 51.559032,-0.177604 51.559071,-0.177523 51.559083,-0.17745 51.559095,-0.177414 51.559101,-0.177392 51.559104,-0.177399 51.559065,-0.177405 51.55903))"
LB437,ELY COURT EC1X No. 1 YE OLDE MITRE PUBLIC  HOUSE (Formerly Listed as: THE MITRE PUBLIC  HOUSE),1078281,II,,1951-10-24,,,"POLYGON ((-0.107484 51.51849,-0.107486 51.518453,-0.107442 51.51845,-0.107445 51.518389,-0.107377 51.518387,-0.107369 51.518487,-0.107484 51.51849))"
LB1686,"(West side) Nos.7, 8 AND 9 and attached railings and lamp-holder",1078282,II,,1974-05-14,,,"POLYGON ((-0.107133 51.518233,-0.107133 51.518215,-0.107392 51.518219,-0.107391 51.518226,-0.107386 51.518273,-0.107386 51.518279,-0.107383 51.518301,-0.107382 51.518325,-0.107379 51.518359,-0.107348 51.518376,-0.107316 51.518376,-0.107129 51.518374,-0.107108 51.518374,-0.107112 51.518335,-0.10713 51.518336,-0.107131 51.518322,-0.107112 51.518321,-0.107114 51.518285,-0.107132 51.518285,-0.107132 51.518272,-0.107132 51.518271,-0.107116 51.51827,-0.107119 51.518233,-0.107133 51.518233))"
LB1542,(West side) No.13 and attached railings,1078283,II,,1974-05-14,,,"POLYGON ((-0.107103 51.5186,-0.107104 51.518557,-0.107122 51.518557,-0.107122 51.518541,-0.107313 51.518544,-0.107311 51.518564,-0.107305 51.518565,-0.107291 51.518566,-0.10729 51.518586,-0.107288 51.518591,-0.107285 51.518594,-0.107282 51.518597,-0.107278 51.518599,-0.107273 51.518601,-0.107119 51.5186,-0.107103 51.5186))"
LB513,(West side) No.6,1113014,II,,1991-01-22,,,"POLYGON ((-0.128806 51.515219,-0.128918 51.515166,-0.128921 51.515165,-0.128929 51.515159,-0.128972 51.515131,-0.129007 51.515109,-0.128943 51.51505,-0.128842 51.515051,-0.128832 51.515094,-0.128806 51.515219))"
LB1543,(East side) Nos.21 AND 25 and attached railings,1078284,II,,1974-05-14,,,"POLYGON ((-0.106889 51.519092,-0.10691 51.519094,-0.106908 51.519125,-0.106888 51.519124,-0.106581 51.519114,-0.106584 51.519071,-0.106584 51.519068,-0.106593 51.518895,-0.106596 51.518833,-0.106899 51.518842,-0.106899 51.518863,-0.106918 51.518864,-0.106916 51.518904,-0.106913 51.518978,-0.106894 51.518978,-0.106894 51.519001,-0.106914 51.519002,-0.10691 51.519076,-0.10689 51.519076,-0.106889 51.519092))"
LB1544,(East side) Nos.26-34 (Consecutive) and attached railings,1078285,II,,1974-05-14,,,"POLYGON ((-0.106906 51.518611,-0.106904 51.51867,-0.106904 51.518691,-0.106924 51.518691,-0.106923 51.518725,-0.106902 51.518725,-0.106903 51.51875,-0.106922 51.518751,-0.10692 51.518789,-0.1069 51.518789,-0.106899 51.518842,-0.106596 51.518833,-0.106599 51.518781,-0.106602 51.518719,-0.106604 51.518669,-0.106605 51.518665,-0.106607 51.518607,-0.10661 51.518548,-0.106611 51.518546,-0.106614 51.518491,-0.106618 51.518432,-0.106625 51.518432,-0.10663 51.518395,-0.106673 51.518399,-0.10668 51.518374,-0.106695 51.518323,-0.106914 51.518325,-0.106913 51.51835,-0.106934 51.518351,-0.106932 51.518378,-0.106913 51.518378,-0.106912 51.518394,-0.106932 51.518395,-0.106931 51.518436,-0.106911 51.518436,-0.106911 51.518453,-0.10693 51.518454,-0.10693 51.518495,-0.106909 51.518495,-0.106909 51.518518,-0.106929 51.518519,-0.106928 51.518552,-0.106906 51.518552,-0.106907 51.518575,-0.106929 51.518576,-0.106929 51.51861,-0.106906 51.518611),(-0.106717 51.518751,-0.106716 51.51877,-0.106739 51.518771,-0.10674 51.518751,-0.106717 51.518751))"
